Word	Tag
called	O
krumi	O
parasite	O
and	O
therefore	O
treated	O
as	O
parasitic	ENTITY
infection	ENTITY
.	O
systemic	ENTITY
albicans	ENTITY
infection	ENTITY
.	O
currently	O
candidas	O
overgrowth	O
is	O
the	O
fourth	O
most	O
prominent	O
bloodstream	ENTITY
infection	ENTITY
.	O
it	O
takes	O
time	O
to	O
grow	O
in	O
the	O
body	O
.	O
like	O
many	O
gut	ENTITY
imbalances	ENTITY
albicans	ENTITY
manifests	ENTITY
when	ENTITY
pathogenic	ENTITY
opportunity	ENTITY
is	ENTITY
coupled	ENTITY
with	ENTITY
weakened	ENTITY
immunity	ENTITY
.	O
albicans	O
is	O
heavily	O
linked	O
to	O
pharmaceuticals	ENTITY
that	ENTITY
decrease	ENTITY
gut	ENTITY
flora	ENTITY
such	O
as	O
antibiotics	ENTITY
muscle	ENTITY
relaxants	ENTITY
painkillers	ENTITY
acne	ENTITY
medications	ENTITY
and	ENTITY
oral	ENTITY
birth	ENTITY
control	ENTITY
pills	ENTITY
.	O
poor	O
diet	O
such	O
as	O
processed	O
foods	O
caffeine	O
and	O
alcohol	O
destroys	O
beneficial	O
gut	ENTITY
.	O
diabetes	ENTITY
mellitus	ENTITY
is	O
also	O
simply	O
known	O
as	O
diabetes	ENTITY
.	O
it	O
is	O
the	O
disease	ENTITY
characterized	ENTITY
by	ENTITY
malfunctioning	ENTITY
metabolism	ENTITY
and	ENTITY
high	ENTITY
blood	ENTITY
sugar	ENTITY
level	ENTITY
.	O
the	O
result	O
can	O
be	O
low	O
levels	ENTITY
of	ENTITY
insulin	ENTITY
or	O
abnormal	O
insulin	ENTITY
resistance	ENTITY
.	O
this	O
mixed	O
with	O
inadequate	O
levels	ENTITY
of	ENTITY
insulin	ENTITY
secretion	O
results	O
in	O
diabetes	ENTITY
.	O
symptoms	O
of	O
diabetes	ENTITY
mellitus	ENTITY
include	O
increased	O
urine	ENTITY
production	ENTITY
excessive	O
thirst	O
extreme	O
fatigue	O
and	O
excessive	O
thirst	O
and	O
weight	O
loss	O
.	O
these	O
symptoms	O
though	O
may	O
not	O
be	O
present	O
in	O
those	O
people	O
with	O
only	O
mildly	O
elevated	O
sugar	O
.	O
diabetes	ENTITY
mellitus	ENTITY
includes	O
type	O
type	O
and	O
gestational	ENTITY
diabetes	ENTITY
which	O
occur	O
only	O
during	O
pregnancy	O
.	O
each	O
type	O
has	O
different	O
cause	O
and	O
different	O
severity	O
of	O
symptoms	O
.	O
clear	O
formulation	O
should	O
be	O
drawn	O
into	O
syringe	ENTITY
.	O
pre	O
mixed	O
insulin	ENTITY
which	ENTITY
is	ENTITY
nph	ENTITY
pre	ENTITY
with	ENTITY
either	ENTITY
regular	ENTITY
human	ENTITY
or	ENTITY
rapid	ENTITY
acting	ENTITY
analog	ENTITY
if	ENTITY
mixing	ENTITY
nph	ENTITY
should	ENTITY
be	ENTITY
drawn	ENTITY
into	ENTITY
syringe	ENTITY
.	O
comparison	O
of	O
insulin	ENTITY
glargine	ENTITY
versus	O
nph	ENTITY
in	ENTITY
people	ENTITY
with	ENTITY
type	ENTITY
diabetes	ENTITY
mellitus	ENTITY
under	O
outpatient	O
clinic	O
conditions	O
for	O
months	O
using	O
basal	O
bolus	ENTITY
regimen	ENTITY
.	O
nph	ENTITY
or	ENTITY
insulin	ENTITY
would	ENTITY
be	ENTITY
taken	ENTITY
with	ENTITY
breakfast	ENTITY
and	ENTITY
before	ENTITY
bed	ENTITY
for	ENTITY
better	ENTITY
fasting	ENTITY
glucose	ENTITY
levels	ENTITY
however	O
instead	O
of	O
giving	O
it	O
at	O
bed	O
may	O
given	O
dinner	O
also	O
however	O
these	O
pills	O
are	O
not	O
insulin	ENTITY
several	ENTITY
companies	ENTITY
make	ENTITY
many	ENTITY
different	ENTITY
types	ENTITY
insulins	ENTITY
.	O
it	O
is	O
cluster	O
of	O
metabolic	ENTITY
disorders	ENTITY
exemplified	O
by	O
abnormal	ENTITY
blood	ENTITY
sugar	ENTITY
levels	ENTITY
due	O
to	O
deficient	O
secretion	O
insulin	ENTITY
and	ENTITY
action	ENTITY
or	ENTITY
both	ENTITY
oct	ENTITY
nph	ENTITY
human	ENTITY
which	ENTITY
has	ENTITY
an	ENTITY
onset	ENTITY
effect	ENTITY
hours	ENTITY
peak	ENTITY
duration	ENTITY
.	O
humulin	ENTITY
.	O
the	O
daily	O
doses	O
presented	O
below	O
are	O
expressed	O
as	O
the	O
total	O
units	O
kg	O
day	O
of	O
all	O
insulin	ENTITY
.	O
feb	O
difference	O
between	O
nph	ENTITY
and	ENTITY
regular	ENTITY
insulin	ENTITY
.	O
mixture	O
should	O
be	O
given	O
immediately	O
to	O
avoid	O
effects	O
on	O
peak	O
action	O
mar	O
the	O
you	O
take	O
at	O
bed	O
will	O
work	O
during	O
night	O
help	O
regular	O
your	O
morning	O
glucose	ENTITY
levels	ENTITY
.	O
difference	O
between	O
nph	ENTITY
and	ENTITY
regular	ENTITY
insulin	ENTITY
.	O
hm	O
is	O
mixture	O
of	O
regular	ENTITY
insulin	ENTITY
.	O
humulin	ENTITY
hoursmay	ENTITY
be	ENTITY
mixed	ENTITY
with	ENTITY
nph	ENTITY
in	ENTITY
same	ENTITY
syringe	ENTITY
.	O
detemir	ENTITY
levemir	ENTITY
moreover	ENTITY
nph	ENTITY
and	ENTITY
lente	ENTITY
insulins	ENTITY
differ	O
in	O
their	O
ability	O
to	O
form	O
stable	O
mixtures	O
with	O
neutral	ENTITY
insulin	ENTITY
.	O
googleusercontent	O
search	O
.	O
highly	O
purified	O
porcine	O
nph	ENTITY
and	ENTITY
the	ENTITY
lente	ENTITY
like	ENTITY
insulin	ENTITY
preparation	ENTITY
.	O
you	O
should	O
have	O
small	O
bed	O
time	O
snack	O
.	O
regular	ENTITY
insulin	ENTITY
onset	O
is	O
to	O
hour	O
peak	O
hours	O
and	O
duration	O
.	O
regular	ENTITY
novolin	ENTITY
insulin	ENTITY
nph	O
difference	O
between	O
differencebetween	O
difference	O
nph	ENTITY
and	ENTITY
regular	ENTITY
insulin	ENTITY
.	O
webcache	O
.	O
humulin	ENTITY
.	O
difference	O
between	O
nph	ENTITY
and	ENTITY
regular	ENTITY
insulin	ENTITY
.	O
novolog	O
.	O
mixing	O
your	O
need	O
for	O
insulin	ENTITY
is	ENTITY
different	ENTITY
from	ENTITY
other	ENTITY
people	ENTITY
with	ENTITY
diabetes	ENTITY
.	O
rapid	O
acting	O
such	O
as	O
humalog	ENTITY
.	O
insulin	ENTITY
nph	ENTITY
and	O
insulin	ENTITY
regular	ENTITY
combination	ENTITY
product	ENTITY
is	ENTITY
not	ENTITY
intended	ENTITY
for	ENTITY
initial	ENTITY
therapy	ENTITY
.	O
the	O
type	ENTITY
of	ENTITY
insulin	ENTITY
you	O
take	O
and	O
when	O
it	O
therapy	O
.	O
jun	O
long	ENTITY
acting	ENTITY
insulin	ENTITY
.	O
diabetes	ENTITY
mellitus	ENTITY
is	O
long	O
term	O
condition	O
linked	O
with	O
irregularly	O
high	O
levels	O
of	O
glucose	ENTITY
or	ENTITY
sugar	ENTITY
within	ENTITY
the	ENTITY
blood	ENTITY
.	O
difference	O
between	O
insulin	ENTITY
regular	ENTITY
and	ENTITY
nph	ENTITY
.	O
nph	ENTITY
an	ENTITY
overview	ENTITY
mixing	ENTITY
insulins	ENTITY
units	ENTITY
of	ENTITY
nph	ENTITY
understanding	ENTITY
premixed	ENTITY
nph	ENTITY
.	O
what	O
the	O
difference	O
between	O
human	ENTITY
insulin	ENTITY
vs	O
soluble	ENTITY
insulin	ENTITY
.	O
dos	O
.	O
diabetes	ENTITY
.	O
but	O
through	O
insulin	ENTITY
.	O
know	O
more	O
about	O
this	O
treatment	O
and	O
how	O
it	O
works	O
for	O
high	ENTITY
blood	ENTITY
sugar	ENTITY
.	O
good	O
morning	O
kuya	O
segment	O
usapang	O
pangkalusugan	O
aired	O
march	O
.	O
gmk	O
.	O
for	O
more	O
info	O
visit	O
.	O
normal	O
and	O
elevated	ENTITY
blood	ENTITY
sugar	ENTITY
levels	ENTITY
.	O
psychiatric	ENTITY
noise	ENTITY
mentally	ENTITY
abnormal	ENTITY
antimusic	ENTITY
.	O
vivian	O
fonseca	O
md	O
robert	O
henry	O
md	O
julio	O
rosenstock	O
md	O
peter	O
salgo	O
md	O
and	O
carol	O
wysham	O
md	O
review	O
the	O
risks	O
and	O
benefits	O
of	O
early	O
insulin	ENTITY
.	O
what	O
is	O
type	O
diabetes	ENTITY
.	O
type	O
diabetes	ENTITY
is	ENTITY
condition	ENTITY
in	ENTITY
which	ENTITY
your	ENTITY
body	ENTITY
has	ENTITY
high	ENTITY
blood	ENTITY
sugar	ENTITY
.	O
how	O
does	O
your	O
blood	ENTITY
sugar	ENTITY
.	O
if	O
you	O
have	O
insulin	ENTITY
resistance	ENTITY
your	O
insulin	ENTITY
cannot	ENTITY
unlock	ENTITY
the	ENTITY
cells	ENTITY
to	ENTITY
let	ENTITY
glucose	ENTITY
in	ENTITY
because	ENTITY
the	ENTITY
locks	ENTITY
called	ENTITY
the	ENTITY
receptors	ENTITY
.	O
as	O
result	O
glucose	ENTITY
is	ENTITY
locked	ENTITY
out	ENTITY
up	ENTITY
of	ENTITY
your	ENTITY
cells	ENTITY
.	O
consequently	O
the	O
amount	O
of	O
glucose	ENTITY
builds	ENTITY
up	ENTITY
in	ENTITY
the	ENTITY
blood	ENTITY
stream	ENTITY
in	O
condition	O
called	O
hyperglycaemia	ENTITY
.	O
how	O
do	O
we	O
lose	O
the	O
ability	O
to	O
create	O
insulin	ENTITY
.	O
to	O
compensate	O
for	O
hyperglycaemia	ENTITY
your	ENTITY
pancreas	ENTITY
produces	ENTITY
more	ENTITY
and	ENTITY
more	ENTITY
insulin	ENTITY
.	O
your	O
over	O
worked	O
beta	ENTITY
cells	ENTITY
try	O
to	O
keep	O
up	O
with	O
the	O
demand	O
but	O
gradually	O
lose	O
their	O
capability	O
to	O
produce	O
enough	O
insulin	ENTITY
.	O
if	O
you	O
don	O
receive	O
treatment	O
for	O
hyperglycaemia	ENTITY
it	ENTITY
can	ENTITY
result	ENTITY
in	ENTITY
diabetic	ENTITY
ketoacidosis	ENTITY
as	O
there	O
will	O
be	O
shortage	O
of	O
insulin	ENTITY
in	ENTITY
the	ENTITY
body	ENTITY
.	O
over	O
time	O
chronic	O
poorly	O
controlled	O
type	O
diabetes	ENTITY
can	ENTITY
cause	ENTITY
degenerative	ENTITY
tissue	ENTITY
damage	ENTITY
resulting	O
in	O
long	O
term	O
complications	O
such	O
as	O
atherosclerosis	ENTITY
blindness	ENTITY
neuropathy	ENTITY
heart	ENTITY
attack	ENTITY
and	O
renal	ENTITY
failure	ENTITY
.	O
diabetes	ENTITY
and	ENTITY
heart	ENTITY
disease	ENTITY
.	O
watch	O
the	O
video	O
to	O
know	O
more	O
about	O
the	O
causes	O
symptoms	ENTITY
diabetes	ENTITY
attack	O
and	O
high	ENTITY
blood	ENTITY
sugar	ENTITY
.	O
manipal	O
hospitals	O
is	O
one	O
of	O
the	O
leading	O
healthcare	O
brands	O
in	O
india	O
.	O
we	O
are	O
invested	O
in	O
the	O
health	O
and	O
well	O
being	O
of	O
our	O
community	O
and	O
frequently	O
post	O
informational	O
videos	O
on	O
our	O
channel	O
in	O
order	O
to	O
create	O
awareness	O
.	O
subscribe	O
to	O
our	O
channel	O
at	O
.	O
angela	O
poff	O
phd	O
discusses	O
the	O
metabolic	ENTITY
origins	ENTITY
of	ENTITY
cancer	ENTITY
and	O
potential	ENTITY
anticancer	ENTITY
effects	O
of	O
ketones	ENTITY
.	O
get	O
in	O
touch	O
angela	O
key	O
takeaways	O
metabolism	ENTITY
.	O
cancer	ENTITY
cells	ENTITY
.	O
the	O
warburg	O
effect	O
almost	O
years	O
ago	O
otto	O
warburg	O
showed	O
that	O
cancer	ENTITY
cells	ENTITY
don	O
undergo	O
normal	O
energy	ENTITY
metabolism	ENTITY
.	O
oxygen	O
and	O
the	O
warburg	O
effect	O
this	O
process	O
occurs	O
whether	O
oxygen	O
.	O
in	O
normal	ENTITY
cells	ENTITY
we	O
utilize	O
lactate	O
fermentation	O
when	O
oxygen	O
.	O
cancer	ENTITY
cells	ENTITY
do	O
this	O
even	O
when	O
oxygen	O
.	O
mitochondrial	ENTITY
dysfunction	ENTITY
there	O
is	O
widespread	O
mitochondrial	ENTITY
dysfunction	ENTITY
in	O
cancer	ENTITY
.	O
cell	ENTITY
division	O
every	O
time	O
your	O
cell	O
divides	O
it	O
has	O
to	O
copy	O
its	O
dna	ENTITY
.	O
mistakes	O
will	O
be	O
made	O
but	O
we	O
have	O
repair	O
.	O
lactic	ENTITY
acid	ENTITY
and	O
cancer	O
the	O
cancer	O
field	O
views	O
aerobic	ENTITY
glycolysis	ENTITY
or	O
the	O
warburg	O
effect	O
as	O
beneficial	O
adaptation	O
.	O
fat	ENTITY
consumption	ENTITY
and	ENTITY
cancer	ENTITY
fatty	ENTITY
acids	ENTITY
and	O
ketone	ENTITY
bodies	ENTITY
are	O
converted	O
into	O
acetyl	ENTITY
coa	ENTITY
to	O
enter	O
the	O
metabolic	O
pathways	O
at	O
the	O
level	O
.	O
hypoxia	ENTITY
inducible	ENTITY
factor	ENTITY
.	O
in	O
order	O
to	O
grow	O
past	O
certain	O
size	O
the	O
tumor	ENTITY
needs	ENTITY
to	ENTITY
make	ENTITY
its	ENTITY
own	ENTITY
new	ENTITY
blood	ENTITY
vessels	ENTITY
.	O
the	O
chaos	O
makes	O
the	O
blood	ENTITY
vessel	ENTITY
network	ENTITY
.	O
hyperbaric	ENTITY
oxygen	ENTITY
therapy	ENTITY
at	O
sea	O
level	O
we	O
breathe	O
oxygen	O
.	O
in	O
hbot	O
oxygen	O
.	O
oxygen	ENTITY
free	ENTITY
radical	ENTITY
production	O
in	O
some	O
parts	O
of	O
the	O
tumor	ENTITY
there	ENTITY
may	ENTITY
be	ENTITY
no	ENTITY
oxygen	ENTITY
and	ENTITY
parts	ENTITY
of	ENTITY
the	ENTITY
tumor	ENTITY
may	ENTITY
die	ENTITY
.	O
radiation	ENTITY
therapy	ENTITY
and	O
oxygen	O
.	O
oxygen	O
therapies	O
for	O
treatment	O
and	O
prevention	O
mitochondria	ENTITY
membranes	ENTITY
healthy	O
functioning	O
mitochondria	ENTITY
act	ENTITY
.	O
by	O
preserving	O
mitochondrial	ENTITY
membrane	ENTITY
in	O
turn	O
helps	O
to	O
preserve	O
mitochondrial	ENTITY
function	ENTITY
.	O
well	O
formulated	O
ketogenic	ENTITY
diet	ENTITY
helps	O
with	O
cell	ENTITY
membrane	ENTITY
integrity	ENTITY
.	O
insulin	ENTITY
signaling	ENTITY
and	ENTITY
cancer	ENTITY
insulin	ENTITY
is	O
potent	O
.	O
many	O
cancer	O
types	O
upregulate	O
insulin	ENTITY
receptors	ENTITY
and	O
igf	ENTITY
receptors	ENTITY
.	O
insulin	ENTITY
.	O
ketogenic	ENTITY
diet	ENTITY
and	O
glucose	ENTITY
we	ENTITY
don	ENTITY
always	ENTITY
get	ENTITY
remarkable	ENTITY
drop	ENTITY
in	ENTITY
circulating	ENTITY
blood	ENTITY
glucose	ENTITY
.	O
pro	ENTITY
oxidant	ENTITY
.	O
cancer	ENTITY
cells	ENTITY
at	O
basal	O
level	O
operate	O
under	O
more	O
free	ENTITY
radicals	ENTITY
.	O
the	O
effects	O
of	O
ketones	ENTITY
.	O
they	O
have	O
very	O
important	O
signaling	O
and	O
functional	O
roles	O
in	O
our	O
cells	O
that	O
have	O
nothing	O
to	O
do	O
with	O
their	O
role	O
as	O
energy	O
metabolites	ENTITY
.	O
inflammation	ENTITY
it	ENTITY
is	ENTITY
huge	ENTITY
component	ENTITY
in	ENTITY
cancer	ENTITY
origination	ENTITY
and	ENTITY
progression	ENTITY
.	O
ketosis	ENTITY
is	ENTITY
anti	ENTITY
inflammatory	ENTITY
.	O
beta	ENTITY
hydroxybutyrate	ENTITY
inhibits	O
the	O
assembly	O
of	O
the	O
nlrp	ENTITY
inflammasome	ENTITY
that	ENTITY
is	ENTITY
activated	ENTITY
during	ENTITY
cancer	ENTITY
ageing	ENTITY
and	O
many	O
chronic	ENTITY
illnesses	ENTITY
that	O
incite	O
inflammation	ENTITY
.	O
ketones	ENTITY
and	ENTITY
the	ENTITY
alterations	ENTITY
in	ENTITY
oxidative	ENTITY
stress	ENTITY
ketone	ENTITY
metabolism	ENTITY
decreases	O
free	ENTITY
radical	ENTITY
production	ENTITY
reducing	O
oxidative	O
stress	O
and	O
increasing	O
antioxidant	O
.	O
ketones	ENTITY
and	ENTITY
glycolysis	ENTITY
some	ENTITY
data	ENTITY
suggests	ENTITY
that	ENTITY
ketones	ENTITY
can	ENTITY
inhibit	ENTITY
.	O
restoring	O
anti	ENTITY
tumor	ENTITY
immunity	ENTITY
the	O
ketogenic	ENTITY
diet	ENTITY
restores	O
anti	ENTITY
tumor	ENTITY
immunity	ENTITY
.	O
ketogenic	ENTITY
cancer	ENTITY
benefits	O
there	O
is	O
not	O
lot	O
of	O
human	O
data	O
on	O
the	O
ketogenic	ENTITY
diet	ENTITY
and	O
cancer	O
.	O
there	O
are	O
clinical	O
trials	O
registered	O
now	O
.	O
dr	O
.	O
exogenous	O
ketones	ENTITY
the	ENTITY
study	ENTITY
of	ENTITY
exogenous	ENTITY
ketones	ENTITY
.	O
they	O
have	O
had	O
therapeutic	ENTITY
effect	ENTITY
in	O
wide	O
variety	O
of	O
seizure	O
.	O
exogenous	O
ketones	ENTITY
are	ENTITY
something	ENTITY
that	ENTITY
you	ENTITY
consume	ENTITY
that	ENTITY
is	ENTITY
either	ENTITY
already	ENTITY
ketone	ENTITY
or	ENTITY
is	ENTITY
converted	ENTITY
into	ENTITY
ketones	ENTITY
in	ENTITY
your	ENTITY
body	ENTITY
or	ENTITY
releases	ENTITY
ketones	ENTITY
.	O
burn	O
carbohydrates	ENTITY
with	ENTITY
antioxidants	ENTITY
alpha	ENTITY
lipoic	ENTITY
acid	ENTITY
thomas	O
delauer	O
did	O
you	O
know	O
that	O
the	O
body	O
is	O
capable	O
of	O
producing	O
its	O
own	O
antioxidants	O
.	O
one	O
powerful	O
antioxidant	O
produced	O
by	O
the	O
body	O
is	O
alpha	ENTITY
lipoic	ENTITY
acid	ENTITY
.	O
alpha	ENTITY
lipoic	ENTITY
acid	ENTITY
is	O
found	O
in	O
every	O
cell	O
of	O
the	O
human	O
.	O
both	O
water	O
soluble	O
and	O
fat	O
soluble	O
so	O
able	O
to	O
act	O
throughout	O
the	O
body	O
.	O
antioxidants	O
attack	O
free	ENTITY
radicals	ENTITY
which	O
are	O
waste	O
products	O
that	O
occur	O
when	O
the	O
body	O
creates	O
energy	O
through	O
the	O
food	O
we	O
eat	O
.	O
free	ENTITY
radicals	ENTITY
can	O
also	O
come	O
from	O
exposure	O
to	O
toxins	ENTITY
and	ENTITY
pollutants	ENTITY
.	O
negative	O
effects	O
of	O
free	ENTITY
radicals	ENTITY
include	O
slows	O
metabolism	ENTITY
abnormal	ENTITY
cell	ENTITY
growth	ENTITY
and	O
proliferation	ENTITY
.	O
free	ENTITY
radicals	ENTITY
lead	O
to	O
cellular	ENTITY
damage	ENTITY
including	O
damage	O
to	O
organs	ENTITY
.	O
make	O
the	O
body	O
more	O
susceptible	O
to	O
infections	ENTITY
.	O
cancer	O
heart	ENTITY
disease	ENTITY
and	O
diabetes	ENTITY
.	O
how	O
else	O
can	O
ala	ENTITY
.	O
ala	ENTITY
for	ENTITY
fat	ENTITY
loss	O
and	O
building	O
muscle	ENTITY
multiple	ENTITY
studies	ENTITY
have	ENTITY
found	ENTITY
ala	ENTITY
.	O
one	O
study	O
followed	O
obese	ENTITY
diabetic	ENTITY
patients	ENTITY
for	ENTITY
weeks	ENTITY
with	ENTITY
either	ENTITY
mg	ENTITY
supplementation	ENTITY
of	ENTITY
ala	ENTITY
per	ENTITY
day	ENTITY
or	ENTITY
placebo	ENTITY
and	ENTITY
found	ENTITY
significant	ENTITY
effect	ENTITY
on	ENTITY
body	ENTITY
mass	ENTITY
index	ENTITY
and	ENTITY
triglyceride	ENTITY
levels	ENTITY
decreasing	O
bmi	O
and	O
triglyceride	ENTITY
levels	ENTITY
in	O
the	O
subjects	O
with	O
oral	O
ala	ENTITY
supplementation	ENTITY
.	O
protection	O
against	O
insulin	ENTITY
resistance	ENTITY
.	O
insulin	ENTITY
resistance	ENTITY
leads	O
to	O
decreased	O
glucose	ENTITY
uptake	ENTITY
in	ENTITY
fat	ENTITY
and	ENTITY
muscle	ENTITY
cells	ENTITY
.	O
ala	ENTITY
helps	ENTITY
to	ENTITY
turn	ENTITY
glucose	ENTITY
into	ENTITY
energy	ENTITY
or	ENTITY
fuel	ENTITY
for	ENTITY
your	ENTITY
body	ENTITY
through	ENTITY
insulin	ENTITY
signaling	ENTITY
when	ENTITY
insulin	ENTITY
binds	ENTITY
to	ENTITY
the	ENTITY
insulin	ENTITY
receptor	ENTITY
cascade	O
of	O
events	O
is	O
started	O
leading	O
to	O
increased	O
cellular	ENTITY
.	O
ala	ENTITY
has	ENTITY
been	ENTITY
shown	ENTITY
to	ENTITY
activate	ENTITY
this	ENTITY
cascade	ENTITY
of	ENTITY
events	ENTITY
leading	ENTITY
to	ENTITY
increased	ENTITY
glucose	ENTITY
uptake	ENTITY
in	ENTITY
fat	ENTITY
and	ENTITY
muscle	ENTITY
cells	ENTITY
.	O
this	O
is	O
done	O
not	O
through	O
an	O
effect	O
on	O
insulin	ENTITY
levels	ENTITY
but	O
by	O
triggering	O
the	O
same	O
sequence	O
of	O
events	O
leading	O
to	O
glucose	ENTITY
transport	ENTITY
for	ENTITY
energy	ENTITY
creation	ENTITY
.	O
ala	ENTITY
sort	ENTITY
of	ENTITY
mimics	ENTITY
insulin	ENTITY
.	O
studies	O
have	O
shown	O
that	O
this	O
shuttling	O
allows	O
more	O
glucose	ENTITY
to	ENTITY
enter	ENTITY
skeletal	ENTITY
muscle	ENTITY
cells	ENTITY
thus	O
more	O
glucose	ENTITY
burned	ENTITY
as	ENTITY
for	ENTITY
energy	ENTITY
more	ENTITY
energy	ENTITY
to	ENTITY
tear	ENTITY
and	ENTITY
rebuild	ENTITY
muscles	ENTITY
and	ENTITY
less	ENTITY
shuttled	ENTITY
to	ENTITY
be	ENTITY
stored	ENTITY
as	ENTITY
fat	ENTITY
.	O
when	O
more	O
glucose	ENTITY
is	ENTITY
delivered	ENTITY
to	ENTITY
muscle	ENTITY
cells	ENTITY
there	O
is	O
less	O
available	O
to	O
be	O
stored	O
as	O
fat	ENTITY
.	O
so	O
you	O
have	O
more	O
fuel	O
to	O
push	O
muscle	O
growth	O
and	O
less	O
glucose	ENTITY
stored	ENTITY
in	ENTITY
fat	ENTITY
cells	ENTITY
muscle	ENTITY
growth	ENTITY
and	ENTITY
less	ENTITY
fat	ENTITY
.	O
other	O
possible	O
uses	O
of	O
ala	ENTITY
ala	ENTITY
is	O
approved	O
in	O
germany	O
as	O
treatment	O
for	O
diabetes	ENTITY
and	ENTITY
for	ENTITY
symptoms	ENTITY
of	ENTITY
diabetes	ENTITY
.	O
cancer	O
memory	ENTITY
loss	ENTITY
chronic	ENTITY
fatigue	ENTITY
syndrome	ENTITY
hiv	ENTITY
aids	ENTITY
heart	ENTITY
disease	ENTITY
eye	O
related	O
disorders	O
how	O
to	O
add	O
alpha	ENTITY
lipoic	ENTITY
acid	ENTITY
to	O
your	O
diet	O
foods	O
high	O
in	O
ala	ENTITY
broccoli	ENTITY
spinach	ENTITY
potatoes	ENTITY
red	ENTITY
meat	ENTITY
organ	ENTITY
.	O
you	O
can	O
also	O
take	O
supplements	O
.	O
the	O
bioavailability	O
of	O
supplemental	O
ala	ENTITY
has	ENTITY
been	ENTITY
shown	ENTITY
to	ENTITY
be	ENTITY
much	ENTITY
greater	ENTITY
than	ENTITY
that	ENTITY
of	ENTITY
dietary	ENTITY
ala	ENTITY
you	ENTITY
can	ENTITY
take	ENTITY
about	ENTITY
mg	ENTITY
for	ENTITY
antioxidant	ENTITY
purposes	ENTITY
up	ENTITY
to	ENTITY
mg	ENTITY
per	ENTITY
day	ENTITY
for	ENTITY
diabetic	ENTITY
purposes	ENTITY
as	ENTITY
directed	ENTITY
.	O
mg	O
to	O
mg	O
daily	O
is	O
common	O
dose	O
.	O
this	O
is	O
often	O
recommended	O
to	O
be	O
taken	O
on	O
an	O
empty	O
stomach	O
.	O
references	O
alpha	ENTITY
lipoic	ENTITY
acid	ENTITY
.	O
ap	O
.	O
herniated	ENTITY
disk	ENTITY
blood	ENTITY
sugar	ENTITY
.	O
danielle	O
novetsky	O
friedman	O
general	O
pediatrician	O
in	O
the	O
pediatric	O
long	O
term	O
follow	O
up	O
program	O
at	O
memorial	O
sloan	O
kettering	O
cancer	O
center	O
msk	O
discusses	O
study	O
investigating	O
the	O
mechanisms	O
leading	O
to	O
abnormal	O
glucose	ENTITY
and	ENTITY
insulin	ENTITY
.	O
health	O
tips	O
by	O
dr	O
.	O
diabetes	ENTITY
mellitus	ENTITY
causes	O
of	O
diabetes	ENTITY
mellitus	ENTITY
other	O
types	O
one	O
health	O
get	O
it	O
here	O
tag	O
one	O
health	O
diabetes	ENTITY
type	ENTITY
diabetes	ENTITY
diabetic	ENTITY
diet	ENTITY
diabetes	ENTITY
symptoms	ENTITY
symptoms	ENTITY
of	ENTITY
diabetes	ENTITY
type	ENTITY
diabetes	ENTITY
type	ENTITY
diabetes	ENTITY
symptoms	ENTITY
diabetic	ENTITY
coma	ENTITY
diabetic	ENTITY
retinopathy	ENTITY
glucose	ENTITY
test	ENTITY
prediabetes	ENTITY
glucometer	ENTITY
low	O
blood	ENTITY
sugar	ENTITY
pre	ENTITY
diabetic	ENTITY
diet	O
what	O
is	O
dm	O
diabetes	O
symptoms	O
in	O
women	O
diabetic	ENTITY
neuropathy	ENTITY
insulin	ENTITY
diabetes	ENTITY
definition	ENTITY
blood	ENTITY
sugar	ENTITY
range	O
insulin	ENTITY
pump	ENTITY
hyperglycemia	ENTITY
normal	ENTITY
blood	ENTITY
glucose	ENTITY
levels	ENTITY
prediabetes	ENTITY
symptoms	O
retinopathy	ENTITY
diabetes	ENTITY
insipidus	ENTITY
gestational	ENTITY
diabetes	ENTITY
diet	O
normal	O
glucose	ENTITY
levels	ENTITY
diabetic	O
foot	O
blood	ENTITY
sugar	ENTITY
chart	O
thanks	O
for	O
watching	O
.	O
if	O
video	O
good	O
please	O
like	O
share	O
and	O
comment	O
.	O
subscribe	O
to	O
dr	O
greger	O
free	O
nutrition	O
.	O
lesson	O
conducted	O
in	O
english	O
and	O
afrikaans	O
terminology	O
steps	O
in	O
insulin	ENTITY
.	O
series	O
brought	O
to	O
you	O
by	O
western	O
cape	O
education	O
department	O
fet	O
.	O
how	O
hypokalemia	ENTITY
causes	ENTITY
tachycardia	ENTITY
how	ENTITY
it	ENTITY
affects	ENTITY
resting	ENTITY
membrane	ENTITY
potential	ENTITY
.	O
electrolytes	ENTITY
disorders	ENTITY
.	O
this	O
video	O
and	O
other	O
related	O
images	O
videos	O
in	O
hd	O
are	O
available	O
for	O
instant	O
download	O
licensing	O
here	O
.	O
hypokalemia	ENTITY
may	ENTITY
result	ENTITY
from	ENTITY
increased	ENTITY
excretion	ENTITY
inadequate	ENTITY
intake	ENTITY
or	ENTITY
shift	ENTITY
of	ENTITY
potassium	ENTITY
from	ENTITY
the	ENTITY
extracellular	ENTITY
fluid	ENTITY
into	O
the	O
cells	O
.	O
most	O
commonly	O
hypokalemia	ENTITY
is	ENTITY
caused	ENTITY
by	ENTITY
excessive	ENTITY
loss	ENTITY
of	ENTITY
potassium	ENTITY
in	ENTITY
the	ENTITY
urine	ENTITY
from	ENTITY
