contentDuration_API,id,title,views,date_published,tags,likes,accreditationTag,description,channel.name,channel.url,channel.subscribers
PT4M2S,ACx1t-Tv14k,Type 2 Diabetes: How can high glucose levels harm your body?,33278,2014-03-07,McMaster Demystifying Medicine,400,0.0,"Type 2 diabetes has become a pandemic and is showing no signs of slowing down. Today, the estimated worldwide prevalence of type 1 and 2 diabetes is close to 300 million. This number is predicted to rise to 439 million by 2030, with type 2 diabetes accounting for about 90% of these cases. Individuals with type 2 diabetes are often told by their doctors that their disease can be effectively managed with healthy eating, regular exercise and blood sugar monitoring. These students have created a series of three videos that simplify the complex disease process of type 2 diabetes in the hopes that better understanding will motivate patients to better manage their disease.This video illustrates what can go wrong when blood sugar levels are too high. Learning objectives:    - Understand the disease mechanisms underlying type 2 diabetes    - Understand the link between obesity and insulin resistance    - Understand the negative impacts of high blood glucose    - Learn why it is so important to effectively manage Type 2 diabetes",Demystifying Medicine,https://www.youtube.com/UCEwEYnO7yey-oBzyNu-AauQ,110K subscribers
PT4M55S,eOsY84oYqKg,How To Test Blood Sugar | How To Use Glucometer | How To Check Blood Glucose | (2018),669179,2018-06-11,"how to test blood sugar, how to use glucometer, how to check blood glucose, how to test blood glucose, how to check blood sugar, how to check sugar level, how to check blood sugar levels, blood sugar test procedure, how to use lancet device, how to use lancet, how to use glucose meter",6255,0.0,"How To Test Blood Sugar | How To Check Blood Glucose | How To Check Blood Sugar Levels | Blood Sugar Test Procedure | How To Check Sugar Level | Blood Sugar Test Procedure | How To Use Lancet | How To Use Glucose MeterHey all, this weeks video is a thorough guide on how to test your blood sugar levels properly. I've also included some really useful tips which I believe everyone should know.  Let me know how you get on with my guide by leaving a comment below. If you have any friends or family who would also benefit from this video then feel free to spread the word. Thanks for watching.BLOOD GLUCOSE TESTING:Blood glucose testing, also known as blood glucose monitoring, is one of the main tools involved in controlling diabetes.Not everyone with diabetes will test their blood glucose levels but it is regarded as being very beneficial for helping to make diet and medication dosing decisions.If you are on any medication that can lead to hypoglycaemia (most notably insulin), you should test your blood glucose levels.WHAT IS A LANCING DEVICE:Lancing devices are used to obtain samples of blood for glucose testing using a lancet.A variety of lancets are on the market, the most common of which are automatic lancing devices (Used in the video).TESTING BLOOD GLUCOSE METER & TESTS STRIPS:Control solutions are used to check that the meter and test strips are working together properly and that the test is performing correctly. Most control solutions last 90 days after opening, please check yours for the actual date. The acceptable range of glucose for that solution is listed on the back of your test strip vial or control solution.USEFUL TIPS:Please watch the full video for all of them but here are some important ones, Use a new lancet every time you use your lancing device. I know it's time consuming but if you don't change, it's going to hurt more and you're at risk of a skin infection. Diabetic patients tend to build a collection of different blood glucose meters over time. Its really important that you only ever use one meter to build up a trend of results because different meters will give slightly different results.HOW TO TEST BLOOD GLUCOSE: Prepare your kit for testing. This should include: your meter, test strip, lancing device, cotton wool, monitoring diary and sharps bin. Ensure that the lancing device is primed with a new lancet. Wash and dry your hands - to ensure that the result is not influenced by any sugars that may be present on your fingers. A fuller drop of blood will be obtained if your fingers are warm, so its worth warming your hands by washing with warm water and rubbing them for 10 seconds. Put a test strip into your meter, make sure it switches on and is ready. Prick your finger with the lancing device at the sides of the finger as there are less nerve ending here than at the tips or the pads. Switch fingers regularly to prevent thickening of the skin. You may want to avoid using your little finger due to the skin being thin. If your hands are warmed up you shouldn't need to squeeze your finger for a blood drop, if necessary apply light pressure to the surrounding area until a blood drop appears. Squeezing too hard can interfere with results. Wipe away the first blood drop with clean cotton wool and use the second blood drop for testing (careful not to smear the drop). Gently touch the blood drop with the test strip in the meter, wait a few seconds for result to appear. If the test is successful, clean any blood off your finger  with the cotton wool if necessary. Record the result/details in a monitoring diary. Dispose of the test strip and ensure that the lancet used is put into a sharps bin.If you have any further questions please speak to your pharmacist.Want to see more videos about everything health and pharmacy? Let me know in the comments below. Subscribe for new videos https://www.youtube.com/c/AbrahamThePharmacistLET'S CONNECT:http://facebook.com/AbrahamThePharmacisthttp://instagram.com/AbrahamThePharmacisthttps://www.linkedin.com/in/AbrahamThePharmacisthttps://plus.google.com/u/4/109698449114086481589https://twitter.com/AbrahamThePharmhttps://www.AbrahamThePharmacist.comhttps://www.youtube.com/c/AbrahamThePharmacistABOUT ME:Prescribing Media Pharmacist | Extreme Optimist | Bringing Science Through New Videos Every 2 Weeks - Monday 4PM(GMT).I'm a British - Persian - Iranian prescribing media pharmacist who loves science, making videos and helping people. I work in both GP surgeries and community pharmacy.DISCLAIMER: This video is for information only and should not be used for the diagnosis or treatment of medical conditions. Abraham The Pharmacist has used all reasonable care in compiling the information but make no warranty as to its accuracy. Always consult a doctor or other healthcare professional for diagnosis and treatment of medical conditions.",AbrahamThePharmacist,https://www.youtube.com/UC55HiTglyGMk1B33Lx9X7CQ,524K subscribers
PT3M50S,hI_EHXTUpzA,The Foods That Help Lower Blood Sugar Levels,316356,2019-07-22,"dr oz, the dr oz show, blood sugar, blood sugar test, what blood sugar is normal, blood sugar levels, fast blood sugar level",4996,0.0,"FInd out how to live a healthier life with Sharecare!Visit https://www.youtube.com/c/SharecareTvFor more health and well-being content, make sure to subscribe to Sharecares YouTube channel. http://bit.ly/SubscribeToSharecare- Dr. Oz shares some tips that will help you maintain a healthy blood sugar level throughout the day.Subscribe to Dr. Oz's official YouTube channel: https://bit.ly/1QhiDuvLike Dr. Oz on Facebook: https://bit.ly/2imT12aFollow Dr. Oz on Instagram: https://bit.ly/2FWZRuiFollow Dr. Oz on Twitter: https://bit.ly/1tQziaF",DoctorOz,https://www.youtube.com/UCc8cHxAZ3jwWkrrDyaLwDUw,1.78 million subscribers
PT5M6S,wE1tZ6AF8wU,What Are The Alarming High Blood Sugar Symptoms & Signs?,81611,2020-10-04,"high blood sugar symptoms, high sugar symptoms, symptoms of high blood sugar, SIGNS OF HIGH BLOOD SUGAR, SIGNS OF HIGH SUGAR, SYMPTOMS OF HIGH BLOOD GLUCOSE, HIGH BLOOD GLUCOSE SYMPTOMS, HIGH GLUCOSE SYMPTOMS, WHAT ARE HIGH SUGAR SIGNS AND SYMPTOMS, high sugar side effects, High Blood Sugar Symptoms, high blood sugar, high blood sugar effects on body, diabetes 1, High sugar blurry vision, type 2, type 1, type 2 diabetes signs, type 1 diabetes, type 1 diabetes symptoms",2340,0.0,"Dr. Ergin is talking about symptoms of high blood sugar or high glucose, what are the high sugar side effects?   .     .//  -         :-.'     - Best Diabetic Supplement Ever!-  - Dihydro-berberine (5x more effective than berberine) & Ceylon cinnamon-  -  Stop Neuropathy & Other Diabetic Complications-- Vitamin Complex for Diabetics-  - Lower Heart Disease Risk-. '          ,   :https://sugarmds.com/subscribe-now/       :https://www.facebook.com/groups/sugarmdsDr. Ergin will talk about symptoms and reasons for the symptoms:Increased thirst.Frequent urination.Fatigue.Nausea and vomiting.Shortness of breath.Stomach pain.Fruity breath odor.Dry mouth.   :Regardless of your diabetes type (type 2 diabetes or type 1 diabetes), you will find plenty of diabetes control tips in the SugarMD channel by Dr. Ergin. We have a lot of content around foods to eat when you have diabetes, diabetic recipes, exercise videos, diabetic supplements, herbs, natural remedies, regular medications, and more. We talk about normal blood sugar levels, how to keep blood sugar as close to normal as possible without sacrificing your entire diet. How to make a diabetic diet more enjoyable while creating a diabetic meal plan. And, most of all we support and help each other learn and stay strong against this ugly chronic disease. SugarMD combines holistic and evidence-based medicine and serves you the best of both worlds without bias. . :Ahmet Ergin, MD, FACE, CDCES, ECNU Endocrinologist, Diabetes Educator www.SugarMDs.com Ahmet Ergin, MD, is a specialist physician in endocrinology, diabetes, and metabolism. He is interested in preventive cardiology as well. He has been practicing for over 10 years, having seen over 30,000 patients in his career so far. He speaks science and is proud to educate his patients with real data rather than hearsay. To become a patient please call 772 398 7814. You have to be a Florida Resident to be a patient. Thank you!For collaboration requests please email me:ask@sugarmds.com-       .Disclaimer: Any information on diseases and treatments available at this channel is intended for general guidance only and must never be considered a substitute for the advice provided by your doctor or other qualified healthcare professional. Always seek the advice of your physician or other qualified health care professional with questions you may have regarding your medical condition.#diabetesmellitus #diabetes #diabetic#type2diabetes #type1diabetes #diabeticmealplan",SugarMD,https://www.youtube.com/UCGGc50eoC865DeHvGHIbV0w,289K subscribers
PT5M26S,FF-UXsxj-Wk,Where's My Bloodless Blood Sugar Monitor?,151827,2019-04-25,"SciShow, science, Hank, Green, education, learn, Where's My Bloodless Blood Sugar Monitor?, Stefan Chin, glucose monitor, blood sugar, blood glucose, Diabetes, glucose oxidase, interstitial fluid",5361,0.0,"There are about 450 million diabetics around the world, and while we do already have a reliable way of measuring blood sugar, it requires patients to prick their finger each time they want a reading. Is there a better way?Go to http://Brilliant.org/SciShow to try out Brilliants Daily Challenges. The first 200 subscribers get 20% off an annual Premium subscription. Hosted by: Stefan ChinSciShow has a spinoff podcast! It's called SciShow Tangents. Check it out at http://www.scishowtangents.org----------Support SciShow by becoming a patron on Patreon: https://www.patreon.com/scishow----------Huge thanks go to the following Patreon supporters for helping us keep SciShow free for everyone forever:Adam Brainard, Greg, Alex Hackman. Sam Lutfi, D.A. Noe,  , Piya Shedden, KatieMarie Magnone, Scott Satovsky Jr, Charles Southerland, Patrick D. Ashmore, charles george, Kevin Bealer, Chris Peters----------Looking for SciShow elsewhere on the internet?Facebook: http://www.facebook.com/scishowTwitter: http://www.twitter.com/scishowTumblr: http://scishow.tumblr.comInstagram: http://instagram.com/thescishow----------Sources:http://www.chem.ualberta.ca/~campbell/resources/Bioanalytical-2012/glucose_sensors.pdfhttps://dspace.lib.cranfield.ac.uk/bitstream/handle/1826/3453/Home%20Blood%20Glucose%20Biosensors%20a%20commercial%20prespective-2005.pdf%3Bjsessionid=79FB7AA3442BEAE663DF93DEB94CDA9D?sequence=1https://www.liebertpub.com/doi/full/10.1089/dia.2015.0417https://www.mdpi.com/1424-8220/17/1/182/htmhttps://www.ncbi.nlm.nih.gov/pubmed/28805693https://reader.elsevier.com/reader/sd/pii/S0168822718302031?token=3E31D88ADA3E35C1950F0800BEF136E9DEB7325E09E0334E5777D8CAAA3F017CF7AFB8E8D32A3D4F7E7A01DC3BFA1697https://www.sciencedirect.com/science/article/pii/S0039914017309098#bib8https://www.niddk.nih.gov/health-information/diabetes/overview/managing-diabetes/continuous-glucose-monitoringhttps://www.ncbi.nlm.nih.gov/pubmed/26725934https://link.springer.com/article/10.1007%2Fs10544-007-9073-3Image Sources:https://www.istockphoto.com/photo/glucose-meter-test-strip-and-pen-to-prick-the-finger-on-isolated-white-background-gm971904160-264648125https://www.istockphoto.com/photo/i-still-need-to-work-out-how-to-use-this-properly-gm904149436-249351671https://www.istockphoto.com/photo/man-sleeping-with-smart-watch-in-his-hand-gm1062905508-284161292https://www.istockphoto.com/photo/athlete-looking-at-his-smart-watch-gm877744918-244874674https://www.istockphoto.com/photo/doctor-testing-biological-specimen-gm582279020-99805807https://www.istockphoto.com/photo/three-year-old-boy-shows-myofunctional-trainer-helps-equalize-the-growing-teeth-and-gm911629090-250994656https://www.istockphoto.com/photo/contact-lenses-macro-close-up-man-holding-lens-on-finger-customer-patient-or-eye-gm1065782058-285008740https://www.istockphoto.com/photo/man-choosing-wearing-glasses-in-optical-store-gm930110874-255027417https://www.videoblocks.com/video/blood-sugar-diabetes-and-healthcare-concept---a-woman-takes-a-measurement-with-a-glucose-meter-at-home-h1mpjcln7jnwj14nvhttps://www.videoblocks.com/video/a-person-stitches-the-finger-due-to-test-the-sugar-value-in-the-blood-isolated-on-white-background-lcvkuoahttps://www.videoblocks.com/video/blood-in-glucose-animation-bzmr9v0rcmjp46prukhttps://www.videoblocks.com/video/blood-sugar-diabetes-and-healthcare-concept---a-woman-takes-a-blood-sample-with-a-lancet-and-measures-blood-sugar-levels-with-a-glucose-meter-at-home-bae3v3p3xjo4a8v0hhttps://www.videoblocks.com/video/slow-motion-munching-white-rabbit-2-thg8infhttps://www.videoblocks.com/video/close-up-cute-fluffy-light-brown-baby-bunny-eating-big-fresh-carrot-bcuuyy-0itv6rvzdhttps://commons.wikimedia.org/wiki/File:Glucose_oxidase.pnghttps://commons.wikimedia.org/wiki/File:Glucose_oxidase_rxn.svghttps://commons.wikimedia.org/wiki/File:BGM_twopart.JPGhttps://commons.wikimedia.org/wiki/File:Capillary_microcirculation.svghttps://commons.wikimedia.org/wiki/File:Suckale08_fig3_glucose_insulin_day.pnghttps://commons.wikimedia.org/wiki/File:BGM_twopart.JPG",SciShow,https://www.youtube.com/UCZYTClx2T1of7BRZ86-8fow,7.03 million subscribers
PT1M57S,_f97dPx2vjI,Hi9 | Normal blood sugar level? | Dr.Rakesh sahay | Endocrinologist,1295864,2017-11-06,"diabetes, Hi9 | normal blood sugar level, normal blood sugar level by Dr. Rakesh sahay, What is a normal blood sugar level by Dr. Rakesh sahay Endocrinologist, normal blood sugar level by Dr. Rakesh sahay Endocrinologist, What is a normal blood sugar level by Dr. Rakesh sahay, endocrinologist good blod sugar levels, dr rakesh sahay consultant endocrinologist, Dr. Rakesh sahay Endocrinologist, Dr. Rakesh sahay, hi9webtv, hi9, hi9.in, hi9 doctors, hi9 videos, sugar problem",7512,0.0,"Hi9 | What is a normal blood sugar level? | Dr.Rakesh sahay | Endocrinologist - If you look at the fasting blood sugar level if you give the blood sample in the fasting stage and if the fasting glucose level is less than 100 it is normal. If it is 100 to 125 that is called as pre-diabetics and above 126 you are having diabetics, similarly if you look at the...................Name : Dr.Rakesh SahaySpecialization : EndocrinologistURL : https://goo.gl/dDFW9eFor more Endocrinology videos Click this URL : https://goo.gl/LeNjyG             https://goo.gl/mpDjR4                 For More Updated Health Related Videos click the below URL                 https://goo.gl/sSKjsBsubscribe us : https://goo.gl/LQw2cS               Follow us on Google+ :  https://goo.gl/Bg5qujFollow us on Twitter :   https://goo.gl/GwvLm7",0,0,0
PT4M10S,mMcz8jeAvIY,I706 Performing blood glucose testing,47166,2017-08-20,,388,0.0,Video for Skills Lab Day 7,Skills Lab,https://www.youtube.com/UCaVAO2nDtVuQzcTR9Bdy8Bw,31.1K subscribers
PT5M26S,77oyUdNZ054,"GCSE Science Revision Biology ""Control of Blood Glucose Concentration""",271307,2018-04-13,"gcse, science, revision, biology, insulin, glucose, diabetes, glucagon, pancreas",0,0.0,"Find my revision workbooks here: https://www.freesciencelessons.co.uk/workbooksIn this video, we look at how the blood glucose concentration is controlled. First we explore how this is carried out by the pancreas and then we look at diabetes. Finally, we explore the role of glucagon (for higher tier students). Image credits:Blood test By Alden Chadwick from Leeds, UK - Blood Test, CC BY 2.0, https://commons.wikimedia.org/w/index.php?curid=40685781Insulin injection By Mr Hyde at Czech Wikipedia(Original text: moje foto) - Transferred from cs.wikipedia to Commons.(Original text: moje foto), Public Domain, https://commons.wikimedia.org/w/index.php?curid=1893362Pasta ""https://commons.wikimedia.org/wiki/File:Bucatini_(amatriciana_rossa).jpgBy stu_spivack (bucatini al' amatriciana) [CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0)], via Wikimedia Commons""Salad ""https://commons.wikimedia.org/wiki/File:Salatteller_Schweiz.JPGBy Traumrune [GFDL (http://www.gnu.org/copyleft/fdl.html), CC-BY-SA-3.0 (http://creativecommons.org/licenses/by-sa/3.0/) or CC BY-SA 2.5-2.0-1.0 (https://creativecommons.org/licenses/by-sa/2.5-2.0-1.0)], from Wikimedia Commons""Exercise By U.S. Navy photo by Hospital Corpsman 3rd Class Sean Evans - This Image was released by the United States Navy with the ID 090903-N-5726E-083 (next).This tag does not indicate the copyright status of the attached work. A normal copyright tag is still required. See Commons:Licensing for more information.| Deutsch| English| espaol| euskara| | franais| italiano| | | | | Plattdtsch| Nederlands| polski| | portugus| Trke| | | | +/, Public Domain, https://commons.wikimedia.org/w/index.php?curid=8369445Overweight person By FatM1ke - Own work, Public Domain, https://commons.wikimedia.org/w/index.php?curid=1639092Sleeping person By Sasha Kargaltsev, CC BY 2.0, https://commons.wikimedia.org/w/index.php?curid=32422151Music credit:Deliberate Thought by Kevin MacLeod is licensed under a Creative Commons Attribution licence (https://creativecommons.org/licenses/by/4.0/)Source: http://incompetech.com/music/royalty-free/?keywords=deliberate+thoughtArtist: http://incompetech.com/",0,0,0
PT3M28S,qtqN9Bcvt4U,The Dexcom G6 Can Read Your Blood Sugar Without Any Blood | CNBC,243169,2018-05-14,"CNBC, Mad Money, Squawk Box, Power Lunch, Opening Bell, Closing Bell, Financial News, Finance News, Stock News, Investing, US News, World News, diabetes monitor, diabetes monitoring devices, diabetes monitoring machine, diabetes monitoring patch, diabetes monitor no blood, diabetes monitoring chart, diabetes monitor patch, diabetes monitor machine, business news, finance, news channel, cable news, money, money tips, dexcom g6 continuous glucose monitoring, dexcom g6 cgm",1693,0.0,"Dexcom G6 Continuous Glucose Monitor doesn't require any blood to monitor blood sugar levels. CNBCs Erin Black, who has Type 1 Diabetes, puts it to the test to see if its as accurate as previous glucose monitors that require a finger prick and blood. Subscribe to CNBC: http://cnb.cx/SubscribeCNBCAbout CNBC: From 'Wall Street' to 'Main Street' to award winning original documentaries and Reality TV series, CNBC has you covered. Experience special sneak peeks of your favorite shows, exclusive video and more.Connect with CNBC News OnlineGet the latest news: http://www.cnbc.com/Find CNBC News on Facebook: http://cnb.cx/LikeCNBCFollow CNBC News on Twitter: http://cnb.cx/FollowCNBCFollow CNBC News on Google+: http://cnb.cx/PlusCNBCFollow CNBC News on Instagram: http://cnb.cx/InstagramCNBCThis Diabetes Monitor Can Read Your Blood Sugar Without Any Blood | CNBCI have Type 1 diabetes, which means my body doesn't produce any insulin. So I have to inject insulin to regulate my blood sugar and check my levels by using a glucometer. This means I have to stick my finger with a needle anywhere from 5 to 10 times a day.Dexcom provided me with a review unit of its new G6 continuous glucose monitor that's approved by the FDA to require no blood at all.CGMs allow diabetics to see their blood sugar throughout the day and night with a sensor that is inserted under the skin. Previously, CGMs needed a blood glucose reading in order to calibrate the device.The new Dexcom G6 comes factory-calibrated and requires no finger stick. I've been wearing the device for nine days and I am really impressed with it.",CNBC,https://www.youtube.com/UCvJJ_dzjViJCoLf5uKUTwoA,2.66 million subscribers
PT4M44S,Jwb6qCD-GKE,Not Eating Sugar Yet High Blood Sugar Levels?,100446,2020-12-17,"high blood sugar, high blood sugar symptoms, blood sugar, signs of high blood sugar, symptoms of high blood sugar, sugar, glucose, blood glucose, hyperglycemia, high blood sugar levels, effects of high blood sugar, blood sugar levels, insulin resistance, high blood sugar on keto, high sugar on keto, keto blood sugar, keto high blood sugar, what causes high blood sugar, high blood sugar causes, high blood sugar dr berg, dr berg, eric berg",4851,0.0,"Talk to a Dr. Berg Keto Consultant today and get the help you need on your journey. Call 1-540-299-1556 with your questions about Keto, Intermittent Fasting or the use of Dr. Berg products. Consultants are available Monday through Friday from 8 am to 10 pm EST. Saturday & Sunday from 9 am to 6 pm EST. USA Only.DATA: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5927596/Inflammation Videos: https://youtu.be/YxeXfjWzqjchttps://youtu.be/QO91P9kYt8E Are you doing keto and intermittent fasting, but your blood sugar levels are still high? This could be why.Timestamps0:00 High blood sugar levels0:10 Where is the sugar coming from?1:09 Insulin resistance1:56 What to do for insulin resistanceDo you have high blood sugar levels even though youre not consuming dietary sugar? Today were going to talk about why this could be happening.In this situation, the sugar is actually coming from your liver and kidneys. There is something called gluconeogenesis, which is the formation of new sugar. Your body always needs a very small amount of sugar, but your body can make this sugar out of non-carbohydrate sources. It can make it out of fat, protein, and even ketones. Insulin controls this process. Its supposed to turn off gluconeogenesis.When you have high blood sugar, but youre not consuming any sugar, this could mean that you have very low amounts of insulin in your body. Your insulin may actually be too low. Insulin resistance is a condition that can cause you to not have enough insulin.With insulin resistance, you have high levels of insulin, but that insulin is not working in the body, and its not shutting down gluconeogenesis. It may be best to focus on improving insulin resistance.How to help improve insulin resistance:  Exercise more  Increase your fasting  Increase your fiber (vegetable fiber)  Apple cider vinegar  Vitamin D  Chromium  Zinc  B vitamins (nutritional yeast)  Potassium  Magnesium  Get more sleep  Decrease inflammation  Give it more time  Focus on other improvementsDr. Eric Berg DC Bio:Dr. Berg, age 56, is a chiropractor who specializes in Healthy Ketosis & Intermittent Fasting. He is the author of the best-selling book The Healthy Keto Plan, and is the Director of Dr. Berg Nutritionals. He no longer practices, but focuses on health education through social media.DR. BERG'S SHOP: https://bit.ly/2J20u9uFollow us on FACEBOOK: fb.me/DrEricBergSend a Message to his team: m.me/DrEricBergABOUT DR. BERG: https://bit.ly/37sEI82Disclaimer:Dr. Eric Berg received his Doctor of Chiropractic degree from Palmer College of Chiropractic in 1988.  His use of doctor or Dr. in relation to himself solely refers to that degree.  Dr. Berg is a licensed chiropractor in Virginia, California, and Louisiana, but he no longer practices chiropractic in any state and does not see patients so he can focus on educating people as a full time activity, yet he maintains an active license. This video is for general informational purposes only.  It should not be used to self-diagnose and it is not a substitute for a medical exam, cure, treatment, diagnosis, and prescription or recommendation.  It does not create a doctor-patient relationship between Dr. Berg and you.  You should not make any change in your health regimen or diet before first consulting a physician and obtaining a medical exam, diagnosis, and recommendation.  Always seek the advice of a physician or other qualified health provider with any questions you may have regarding a medical condition. #keto #ketodiet #weightlossThanks for watching! I hope this helps you better understand why you could have high blood sugar even though youre not consuming dietary sugar.",Dr. Eric Berg DC,https://www.youtube.com/UC3w193M5tYPJqF0Hi-7U-2g,7.05 million subscribers
PT6M,t2e__ebF36g,CBG Monitoring Return Demonstration,6607,2021-05-26,,101,0.0,"Submitted By: CASERES, Cynette Danielle F.  BSN 3-B","CASERES, Cynette Danielle F.",https://www.youtube.com/UCCJKVH4oiS1RhwST8Lw96AA,315 subscribers
PT1M24S,TtAP3-xQlgE,FBS PPBS RBS Explained In Two Minutes || Blood Glucose Tests Explained,58906,2021-04-01,"biochemistry basics by dr amit, fbs ppbs rbs explained in two minutes, all about blood glucose tests, fbs ppbs rbs blood tests, fbs ppbs rbs normal range, fbs ppbs rbs, fasting blood sugar test, fasting blood sugar, fasting blood sugar levels, tests for diabetes, fbs, post prandial blood sugar, post prandial blood sugar level, post prandial blood sugar test, random blood sugar test, random blood sugar normal range, ppbs, rbs, how to do fbs test, how to do ppbs test, diabetes",642,0.0,FBS PPBS RBS Explained In Two MinutesThis is the video on 3 tests commonly done for the diagnosis and monitoring of Diabetes Mellitus - 1. FBS 2 PPBS and 3. RBSFBS - Fasting Blood SugarDone after 10-12 hours of overnight fastingNormal Range - 70-110 mg/dlPPBS - Post Prandial Blood SugarDone after 2 hours of taking mealNormal Range - Upto 140 mg/dlRBS - Random Blood SugarDone at any time of the dayNormal Range - 80-140 mg/dlSubscribe my channel from -  http://www.youtube.com/c/BiochemistryBasicsbyDrAmitFor more interesting stuffs related to biochemistry visit -https://www.biochemistrybasics.com/Follow me On Twitter - https://twitter.com/dr_biochemistryOn Instagram - https://www.instagram.com/biochemisrybasics/On Facebook - https://www.facebook.com/amit.v.m/#bloodglucosetests #diabetes #fbs,Biochemistry Basics by Dr Amit,https://www.youtube.com/UCT4hX5cqalv-M36zQ2ODI5w,42.3K subscribers
PT3M53S,H5LuUPA8Hvk,Physiology Of Low Blood Sugar (Hypoglycemia) On Your Brain – Dr.Berg,39761,2018-01-07,"low blood sugar, blood sugar, type 1 diabetes, hypoglycemia, diabetes, symptoms of low blood sugar, treating low blood sugar, low blood sugar symptoms, low blood sugar and brain, brain effects of low blood sugar, hypoglycemia and brain, brain, brain effects, glucose, hypoglycemia symptoms, what is hypoglycemia, low blood sugar explained, low blood sugars and brain dr berg, dr berg, eric berg, blood sugar problems, low blood glucose, low blood glucose symptoms",1627,0.0,"Talk to a Dr. Berg Keto Consultant today and get the help you need on your journey. Call 1-540-299-1556 with your questions about Keto, Intermittent Fasting or the use of Dr. Berg products. Consultants are available Monday through Friday from 8 am to 10 pm EST. Saturday & Sunday from 9 am to 6 pm EST. USA Only. . . For more info on health-related topics, go here: https://bit.ly/37j6uCpTake Dr. Berg's Free Keto Mini-Course: http://pxlme.me/-i717vtYDr. Berg talks about the physiology of low blood sugar (hypoglycemia) on your brain. The brain can run on glucose and ketones (and also lactic acid). The brain does not store sugar as glycogen like the liver and the muscles, so when you let your blood sugars drop too fast, it can starve the brain cells causing low oxygen. The low oxygen then destroys the neurons and brain cells. If this occurs chronically over time, you can get brain degeneration. There is a counter-regulatory mechanism that helps to bring the sugars back up. Your adrenals pump out adrenaline, and even cortisol to release sugar from other places, in attempts to stabilize the sugar. Growth hormone also kicks in and releases sugar too but will suppress the output of insulin, which is usually driving down the sugars in the first place.. Glucagon also kicks in and does the same. If your adrenals are weak, then it's hormones don't efficiently counter low blood sugars. Also, the deeper cause of hypoglycemia is high insulin and hyperinsulinemia blocks the ability to make glucose in your liver - called glyconeogenesis. Dr. Eric Berg DC Bio: Dr. Berg, age 56, is a chiropractor who specializes in Healthy Ketosis & Intermittent Fasting. He is the author of the best-selling book The Healthy Keto Plan, and is the Director of Dr. Bergs Nutritionals. He no longer practices, but focuses on health education through social media. DR. BERG'S SHOP: https://bit.ly/2MO04SgFollow us on FACEBOOK: fb.me/DrEricBergSend a Message to Dr. Berg and his team: m.me/DrEricBergDR. BERG'S VIDEO BLOG: https://bit.ly/37j6uCpABOUT DR. BERG: https://bit.ly/37gUPEfDisclaimer:Dr. Eric Berg received his Doctor of Chiropractic degree from Palmer College of Chiropractic in 1988.  His use of doctor or Dr. in relation to himself solely refers to that degree.  Dr. Berg is a licensed chiropractor in Virginia, California, and Louisiana, but he no longer practices chiropractic in any state and does not see patients so he can focus on educating people as a full time activity, yet he maintains an active license. This video is for general informational purposes only.  It should not be used to self-diagnose and it is not a substitute for a medical exam, cure, treatment, diagnosis, and prescription or recommendation.  It does not create a doctor-patient relationship between Dr. Berg and you.  You should not make any change in your health regimen or diet before first consulting a physician and obtaining a medical exam, diagnosis, and recommendation.  Always seek the advice of a physician or other qualified health provider with any questions you may have regarding a medical condition. The Health & Wellness, Dr. Berg Nutritionals and Dr. Eric Berg, D.C. are not liable or responsible for any advice, course of treatment, diagnosis or any other information, services or product you obtain through this video or site.",Dr. Eric Berg DC,https://www.youtube.com/UC3w193M5tYPJqF0Hi-7U-2g,7.05 million subscribers
PT3M26S,zK8gvcz6vYA,Insteresting Facts about Blood Type B,63264,2018-03-19,"interesting facts about blood B, blood B facts, blood group facts, foods for blood type B, Blood B personality traits, Blood B character traits, blood B, what should blood B eat, what are some good foods for blood B, blood groups explained, is tomato good for type B, interesting facts about blood group B, is chicken good for type B, chicken and blood type B, smilesonfleek, know your blood group, know your blood type, whats my blood type?",790,0.0,"Here are some interesting facts about blood type B. Do you know what your  blood type says about you. in this video, we'll look at some interesting facts about blood type B, There personality traits, foods to eat, those to ignore, and recommend lifestyle for blood type B..SHARE with a friend with blood type B_____________________________________Blood Type A https://youtu.be/o3KlOBom8_8Blood Type O https://youtu.be/NLOG6FCTqEIBlood Type AB coming soon___________________________S U B S C R I B E for more youtube.com/SmilesonFleek",SmilesonFleek,https://www.youtube.com/UCn1aCyuKIxv7hTQZIGJ09UQ,1.74K subscribers
