date,Diabetes,diabetes complication,diabetes cure,diabetes depression,diabetes causes,isPartial,date,diabetes diagnosis,diabetes exercise,diabetes high risk,diabetes information,diabetes causes,isPartial,date,diabetes medication,Diabetes Mellitus,diabetes self care,diabetes self management,diabetes causes,isPartial,date,diabetes supplies,diabetes surgery,diabetes symptoms,diabetes testing,diabetes causes,isPartial,date,diabetes treatment,diabetes type 1 symptoms,diabetes type 2 symptoms,diets for diabetes,diabetes causes,isPartial,date,Gestational diabetes,gestational DM,increased risk of diabetes,insulin dependent diabetes mellitus,diabetes causes,isPartial,date,Type 1 diabetes,type 1 DM,Type 2 diabetes,Type 2 DM,diabetes causes,isPartial,date,type I diabetes,type I DM,Type II diabetes,Type II DM,diabetes causes,isPartial,date,diabetes lose weight ,borderline diabetes,diabetes kit,onset diabetes,diabetes causes,isPartial,date,diabetes magazines,herbal treatment for diabetes,diabetes supplements,diabetes type,diabetes causes,isPartial,date,diabetes and depression,diabetes impotence,about diabetes,diabetes recipes,diabetes causes,isPartial,date,diabetes lifestyle,diabetes medication side effects,blood glucose,blood pressure,diabetes causes,isPartial,date,continuous glucose monitoring systems,c-peptide test,fasting glucose,fasting plasma glucose,diabetes causes,isPartial,date,fingerstick glucose test,FPG,glucometers,glucose meter,diabetes causes,isPartial,date,glucose monitor,glucose test strip,glucose tolerance test,HbA1c,diabetes causes,isPartial,date,HemoglobinA1c,high glucose,iv glucose tolerance test,lifescan,diabetes causes,isPartial,date,normal blood glucose levels,normal glucose tolerance,oral glucose challenge,Oral glucose tolerance test,diabetes causes,isPartial,date,plasma concentration,plasma glucose,post glucose tolerance test,post prandial glucose,diabetes causes,isPartial,date,Post-prandial glucose,PPG,urine glucose,Acarbose,diabetes causes,isPartial,date,ACTOS,alogliptin,alpha-glucosidase inhibitors,Apidra,diabetes causes,isPartial,date,artificial pancreas,Aspart,Avandia,bariatric surgery,diabetes causes,isPartial,date,Biguanides,bolus insulin,Canagliflozin,carbohydrate counting,diabetes causes,isPartial,date,colesevelam,Cycloset,Detemir,diabetes clinical trails,diabetes causes,isPartial,date,Diabetes medicine,DPP-4 Inhibitors,FlexPen,Glargine,diabetes causes,isPartial,date,Glucophage,Glulisine,Glumetza,glyset,diabetes causes,isPartial,date,Humalog,Humulin,Humulin N,inhaled insulin,diabetes causes,isPartial,date,injection site rotation,insulin infusion pump,insulin injection,insulin needles,diabetes causes,isPartial,date,insulin pen injector,insulin pump,insulin syringe,insulin therapy,diabetes causes,isPartial,date,intermediate acting insulin,Invokana,islet cell transplantation,Januvia,diabetes causes,isPartial,date,Lantus,Levemir,linagliptin,Lispro,diabetes causes,isPartial,date,long acting insulin,meglitinides,metformin,miglitol,diabetes causes,isPartial,date,Nateglinide,Nesina,Novolin,Novolin N,diabetes causes,isPartial,date,Novolog,NPH insulin,Onglyza,oral hypoglycemic agents,diabetes causes,isPartial,date,pancreatic transplantation,parenteral glucagon emergency,pioglitazone,Pramlintide,diabetes causes,isPartial,date,prandin,precose,rapid acting insulin,Regular insulin,diabetes causes,isPartial,date,Repaglinide,Rosiglitazone,Ryzodeg,saxagliptin,diabetes causes,isPartial,date,SGLT2 inhibitors,short acting insulin,Sitagliptin,starlix,diabetes causes,isPartial,date,SymlinPen,thiazolidinediones,Toujeo,Tradjenta,diabetes causes,isPartial,date,Tresiba,Welchol,artificial sweetener,diabetes diet,diabetes causes,isPartial,date,diabetes prevention,diabetes prevention program,diabetes target range,diabetic diet,diabetes causes,isPartial,date,glycemic index,physical activity,adult blindness,Autonomic Neuropathy,diabetes causes,isPartial,date,cellulitis,diabetes and anorexia,diabetes and female sexual dysfunction,diabetes and nausea,diabetes causes,isPartial,date,diabetes and reduced sexual desire women,diabetes and vomiting,diabetes infections,diabetes myocardial infarct,diabetes causes,isPartial,date,diabetes staph infection,diabetes urinary tract infections,diabetes UTI,diabetic coma,diabetes causes,isPartial,date,diabetic dermopathy,diabetic foot,diabetic heart disease,diabetic keto acidosis,diabetes causes,isPartial,date,diabetic mononeuropathy,diabetic nephropathy,diabetic neuropathy,diabetic peripheral vascular disease,diabetes causes,isPartial,date,diabetic polyneuropathy,diabetic retinopathy,diabetic skin spots,End stage renal disease,diabetes causes,isPartial,date,ESRD,foot ulcers,gangrene,gastroparesis,diabetes causes,isPartial,date,hypoglycemia,insulin reaction,insulin shock,neuropathy,diabetes causes,isPartial,date,nocturnal diarrhea,peripheral neuropathy,acromegaly,Cushing’s disease,diabetes causes,isPartial,date,Cystic fibrosis–related DM,diabetes quality of life,diabetes study,fulminant diabetes,diabetes causes,isPartial,date,latent autoimmune diabetes of adulthood ,Maturity-onset diabetes of the young,maturity-onset diabetes of the young ,metabolic syndrome,diabetes causes,isPartial,date,monogenic diabetes,non-insulin dependent diabetes mellitus,prediabetes,prediabetes self management,diabetes causes,isPartial,date,Acanthosis nigricans,body mass index,body weight,diabetes risk factor,diabetes causes,isPartial,date,diabetes risk factors,glycosuria,hirsutism,hyperandrogenism,diabetes causes,isPartial,date,increased urination,increased water intake,intermediate hyperglycemia,PCOS,diabetes causes,isPartial,date,polycystic ovarian syndrome,polydipsia,polyuria,weight loss,diabetes causes,isPartial
2019-11-03,100,0,1,0,2,False,2019-11-03,30,25,8,11,80,False,2019-11-03,37,89,1,3,57,False,2019-11-03,2,3,79,4,20,False,2019-11-03,66,34,44,2,80,False,2019-11-03,81,0,1,1,32,False,2019-11-03,68,1,87,2,14,False,2019-11-03,28,1,12,1,80,False,2019-11-03,8,5,8,14,80,False,2019-11-03,0,0,1,92,9,False,2019-11-03,5,1,44,18,80,False,2019-11-03,0,0,4,76,1,False,2019-11-03,2,3,77,2,77,False,2019-11-03,0,14,3,53,80,False,2019-11-03,40,3,23,38,80,False,2019-11-03,0,82,0,5,45,False,2019-11-03,27,3,0,2,80,False,2019-11-03,17,11,0,0,80,False,2019-11-03,0,76,9,2,14,False,2019-11-03,47,13,0,6,80,False,2019-11-03,1,9,1,71,28,False,2019-11-03,2,4,7,1,80,False,2019-11-03,11,1,10,0,80,False,2019-11-03,32,2,12,31,80,False,2019-11-03,18,2,1,0,80,False,2019-11-03,69,24,7,3,66,False,2019-11-03,0,1,30,18,80,False,2019-11-03,0,41,11,3,44,False,2019-11-03,0,30,0,87,59,False,2019-11-03,84,32,4,28,55,False,2019-11-03,1,0,44,0,6,False,2019-11-03,6,4,34,7,80,False,2019-11-03,81,22,7,3,80,False,2019-11-03,0,0,61,1,80,False,2019-11-03,4,2,2,23,80,False,2019-11-03,13,2,0,4,80,False,2019-11-03,11,6,19,3,80,False,2019-11-03,0,5,32,35,80,False,2019-11-03,29,8,12,71,52,False,2019-11-03,17,6,0,79,57,False,2019-11-03,27,52,0,2,22,False,2019-11-03,74,0,0,1,13,False,2019-11-03,0,1,4,0,80,False,2019-11-03,1,0,7,15,80,False,2019-11-03,1,62,1,0,80,False,2019-11-03,0,10,66,0,80,False,2019-11-03,0,48,0,28,80,False,2019-11-03,25,4,58,68,34,False,2019-11-03,30,0,1,78,10,False,2019-11-03,0,76,22,1,49,False,2019-11-03,0,1,11,0,80,False,2019-11-03,0,0,0,56,70,False,2019-11-03,1,0,70,0,43,False,2019-11-03,5,12,71,1,13,False,2019-11-03,18,9,39,4,80,False,2019-11-03,1,0,0,54,8,False,2019-11-03,1,0,1,53,1,False
2019-11-10,99,0,1,0,2,False,2019-11-10,38,21,4,12,84,False,2019-11-10,31,89,1,1,60,False,2019-11-10,2,3,71,4,21,False,2019-11-10,74,33,46,4,84,False,2019-11-10,75,0,1,1,33,False,2019-11-10,72,1,93,2,15,False,2019-11-10,28,0,13,1,84,False,2019-11-10,8,1,6,13,84,False,2019-11-10,0,0,1,97,9,False,2019-11-10,4,0,45,24,84,False,2019-11-10,0,0,4,73,1,False,2019-11-10,1,2,81,3,81,False,2019-11-10,0,12,2,53,84,False,2019-11-10,39,2,33,37,84,False,2019-11-10,0,72,0,3,47,False,2019-11-10,16,1,0,3,84,False,2019-11-10,11,13,0,1,84,False,2019-11-10,0,68,8,1,15,False,2019-11-10,39,11,1,6,84,False,2019-11-10,1,4,1,75,30,False,2019-11-10,5,2,10,2,84,False,2019-11-10,5,1,8,0,84,False,2019-11-10,29,2,8,31,84,False,2019-11-10,14,1,3,0,84,False,2019-11-10,65,31,3,1,69,False,2019-11-10,0,2,23,19,84,False,2019-11-10,0,32,8,5,46,False,2019-11-10,1,31,0,74,62,False,2019-11-10,76,29,4,24,57,False,2019-11-10,1,0,42,0,6,False,2019-11-10,6,2,33,9,84,False,2019-11-10,70,24,10,0,84,False,2019-11-10,0,0,48,3,84,False,2019-11-10,4,2,5,19,84,False,2019-11-10,7,1,0,5,84,False,2019-11-10,11,4,17,4,84,False,2019-11-10,0,3,33,27,84,False,2019-11-10,35,9,12,74,54,False,2019-11-10,16,4,1,71,60,False,2019-11-10,33,44,0,2,23,False,2019-11-10,69,0,0,1,13,False,2019-11-10,0,3,8,0,84,False,2019-11-10,0,0,7,16,84,False,2019-11-10,2,55,2,0,84,False,2019-11-10,0,9,66,0,84,False,2019-11-10,4,40,1,16,84,False,2019-11-10,25,3,49,62,35,False,2019-11-10,30,1,1,73,10,False,2019-11-10,1,75,26,0,51,False,2019-11-10,0,1,10,0,84,False,2019-11-10,0,0,0,53,74,False,2019-11-10,0,0,64,0,45,False,2019-11-10,5,11,64,0,14,False,2019-11-10,14,7,42,3,84,False,2019-11-10,1,0,0,53,8,False,2019-11-10,0,0,0,49,1,False
2019-11-17,97,0,1,0,2,False,2019-11-17,36,29,10,15,88,False,2019-11-17,31,89,2,2,63,False,2019-11-17,2,4,79,5,22,False,2019-11-17,76,28,53,2,88,False,2019-11-17,78,0,1,0,35,False,2019-11-17,65,1,96,3,16,False,2019-11-17,23,0,13,2,88,False,2019-11-17,8,2,6,11,88,False,2019-11-17,0,0,1,94,9,False,2019-11-17,4,1,56,15,88,False,2019-11-17,0,0,4,78,1,False,2019-11-17,1,2,85,2,85,False,2019-11-17,0,13,2,61,88,False,2019-11-17,50,4,30,42,88,False,2019-11-17,0,84,0,4,49,False,2019-11-17,22,2,0,3,88,False,2019-11-17,16,11,0,2,88,False,2019-11-17,0,75,8,1,16,False,2019-11-17,41,15,0,9,88,False,2019-11-17,2,7,1,69,31,False,2019-11-17,2,5,11,1,88,False,2019-11-17,7,2,5,0,88,False,2019-11-17,33,2,14,30,88,False,2019-11-17,19,2,5,1,88,False,2019-11-17,69,25,7,0,72,False,2019-11-17,0,2,24,18,88,False,2019-11-17,0,42,10,3,48,False,2019-11-17,0,28,0,77,65,False,2019-11-17,76,33,5,30,60,False,2019-11-17,1,0,45,0,6,False,2019-11-17,3,3,32,8,88,False,2019-11-17,72,26,6,0,88,False,2019-11-17,0,0,42,2,88,False,2019-11-17,7,1,4,23,88,False,2019-11-17,7,4,1,4,88,False,2019-11-17,10,7,18,5,88,False,2019-11-17,0,4,30,29,88,False,2019-11-17,37,9,17,75,57,False,2019-11-17,15,4,0,85,63,False,2019-11-17,29,46,0,3,24,False,2019-11-17,74,0,0,1,14,False,2019-11-17,0,3,5,0,88,False,2019-11-17,0,0,6,20,88,False,2019-11-17,2,67,2,0,88,False,2019-11-17,0,11,61,0,88,False,2019-11-17,1,40,0,24,88,False,2019-11-17,29,5,50,76,37,False,2019-11-17,31,0,1,79,10,False,2019-11-17,1,80,23,1,53,False,2019-11-17,0,1,16,0,88,False,2019-11-17,0,0,0,60,77,False,2019-11-17,0,0,67,0,47,False,2019-11-17,4,12,69,1,14,False,2019-11-17,16,10,31,3,88,False,2019-11-17,1,0,0,59,8,False,2019-11-17,1,0,0,49,1,False
2019-11-24,76,0,0,0,1,False,2019-11-24,21,16,5,5,62,False,2019-11-24,23,60,0,1,44,False,2019-11-24,2,2,66,3,15,False,2019-11-24,43,20,41,1,62,False,2019-11-24,61,0,1,1,25,False,2019-11-24,44,1,69,1,11,False,2019-11-24,27,0,9,0,62,False,2019-11-24,4,4,6,16,62,False,2019-11-24,0,0,0,67,7,False,2019-11-24,3,1,22,16,62,False,2019-11-24,0,0,3,66,1,False,2019-11-24,1,1,65,2,60,False,2019-11-24,0,11,1,49,62,False,2019-11-24,40,1,19,24,62,False,2019-11-24,0,54,0,4,35,False,2019-11-24,15,3,0,2,62,False,2019-11-24,4,7,0,0,62,False,2019-11-24,0,59,5,1,11,False,2019-11-24,37,12,1,5,62,False,2019-11-24,2,5,1,51,22,False,2019-11-24,2,3,5,1,62,False,2019-11-24,7,0,6,0,62,False,2019-11-24,24,1,7,24,62,False,2019-11-24,13,2,3,0,62,False,2019-11-24,48,20,5,0,51,False,2019-11-24,0,2,14,13,62,False,2019-11-24,0,31,6,4,34,False,2019-11-24,2,20,0,57,46,False,2019-11-24,60,25,4,16,42,False,2019-11-24,1,0,37,0,4,False,2019-11-24,3,2,25,3,62,False,2019-11-24,64,15,7,0,62,False,2019-11-24,0,0,31,2,62,False,2019-11-24,1,1,2,13,62,False,2019-11-24,8,1,0,4,62,False,2019-11-24,8,6,12,2,62,False,2019-11-24,0,4,24,27,62,False,2019-11-24,23,7,11,62,40,False,2019-11-24,12,5,0,59,44,False,2019-11-24,25,24,0,2,17,False,2019-11-24,67,0,0,0,10,False,2019-11-24,0,3,3,0,62,False,2019-11-24,0,0,8,17,62,False,2019-11-24,2,41,1,0,62,False,2019-11-24,0,6,47,1,62,False,2019-11-24,2,27,1,14,62,False,2019-11-24,18,4,42,67,26,False,2019-11-24,27,1,1,66,7,False,2019-11-24,0,56,20,2,38,False,2019-11-24,0,0,7,0,62,False,2019-11-24,0,0,0,48,54,False,2019-11-24,0,0,60,0,33,False,2019-11-24,4,7,58,1,10,False,2019-11-24,9,4,22,2,62,False,2019-11-24,1,0,0,45,6,False,2019-11-24,0,0,0,41,1,False
2019-12-01,92,0,1,0,2,False,2019-12-01,28,29,4,9,89,False,2019-12-01,32,80,0,2,64,False,2019-12-01,2,4,74,3,22,False,2019-12-01,66,32,49,4,89,False,2019-12-01,75,0,1,0,36,False,2019-12-01,70,0,90,1,16,False,2019-12-01,28,0,12,0,89,False,2019-12-01,5,3,6,15,89,False,2019-12-01,0,0,1,92,10,False,2019-12-01,3,0,34,13,89,False,2019-12-01,0,0,4,71,1,False,2019-12-01,1,2,63,3,86,False,2019-12-01,0,13,2,54,89,False,2019-12-01,48,3,29,35,89,False,2019-12-01,0,68,0,6,50,False,2019-12-01,19,5,0,3,89,False,2019-12-01,12,12,0,0,89,False,2019-12-01,0,70,7,2,16,False,2019-12-01,43,16,0,3,89,False,2019-12-01,2,6,1,64,32,False,2019-12-01,2,3,9,1,89,False,2019-12-01,9,1,5,0,89,False,2019-12-01,26,1,10,18,89,False,2019-12-01,19,0,4,0,89,False,2019-12-01,67,25,6,0,74,False,2019-12-01,0,2,21,21,89,False,2019-12-01,0,31,9,3,49,False,2019-12-01,1,24,0,75,66,False,2019-12-01,73,35,2,25,61,False,2019-12-01,1,0,45,0,6,False,2019-12-01,4,4,27,5,89,False,2019-12-01,64,21,9,1,89,False,2019-12-01,0,0,45,0,89,False,2019-12-01,5,2,2,17,89,False,2019-12-01,8,2,0,2,89,False,2019-12-01,10,2,18,2,89,False,2019-12-01,0,3,32,29,89,False,2019-12-01,33,10,14,68,58,False,2019-12-01,15,4,0,72,64,False,2019-12-01,24,47,0,4,24,False,2019-12-01,68,0,0,0,14,False,2019-12-01,0,2,5,0,89,False,2019-12-01,0,0,8,20,89,False,2019-12-01,2,65,2,1,89,False,2019-12-01,0,6,56,1,89,False,2019-12-01,1,39,0,21,89,False,2019-12-01,24,3,52,64,38,False,2019-12-01,32,0,1,70,11,False,2019-12-01,1,69,23,0,54,False,2019-12-01,0,0,10,0,89,False,2019-12-01,0,0,0,59,78,False,2019-12-01,0,0,68,0,47,False,2019-12-01,4,11,67,1,15,False,2019-12-01,17,11,38,4,89,False,2019-12-01,1,0,0,53,9,False,2019-12-01,0,0,0,49,1,False
2019-12-08,88,0,1,0,2,False,2019-12-08,20,22,3,8,86,False,2019-12-08,26,66,0,2,61,False,2019-12-08,2,2,69,3,21,False,2019-12-08,58,31,44,1,86,False,2019-12-08,76,0,0,1,34,False,2019-12-08,54,0,81,1,16,False,2019-12-08,27,0,11,0,86,False,2019-12-08,7,3,6,16,86,False,2019-12-08,0,0,1,80,9,False,2019-12-08,3,2,27,13,86,False,2019-12-08,0,0,3,68,1,False,2019-12-08,1,1,62,1,83,False,2019-12-08,0,11,4,44,86,False,2019-12-08,39,1,37,36,86,False,2019-12-08,0,57,0,4,48,False,2019-12-08,15,2,0,0,86,False,2019-12-08,14,11,0,0,86,False,2019-12-08,0,61,6,2,15,False,2019-12-08,36,13,0,4,86,False,2019-12-08,1,6,0,62,30,False,2019-12-08,3,1,5,2,86,False,2019-12-08,7,1,7,0,86,False,2019-12-08,27,3,9,32,86,False,2019-12-08,24,3,2,0,86,False,2019-12-08,57,21,5,1,71,False,2019-12-08,0,1,20,14,86,False,2019-12-08,0,33,7,4,47,False,2019-12-08,1,26,0,65,64,False,2019-12-08,71,29,5,22,59,False,2019-12-08,1,0,68,0,6,False,2019-12-08,4,3,33,11,86,False,2019-12-08,61,21,12,1,86,False,2019-12-08,0,0,38,0,86,False,2019-12-08,4,1,2,20,86,False,2019-12-08,7,1,0,5,86,False,2019-12-08,9,8,14,1,86,False,2019-12-08,0,3,29,27,86,False,2019-12-08,37,11,10,70,55,False,2019-12-08,12,4,0,64,61,False,2019-12-08,25,46,0,3,23,False,2019-12-08,68,0,0,0,14,False,2019-12-08,0,1,7,0,86,False,2019-12-08,0,1,7,18,86,False,2019-12-08,1,55,2,0,86,False,2019-12-08,0,7,58,0,86,False,2019-12-08,1,36,0,22,86,False,2019-12-08,23,2,49,66,36,False,2019-12-08,28,0,1,69,10,False,2019-12-08,0,66,24,1,52,False,2019-12-08,0,1,10,0,86,False,2019-12-08,0,0,0,67,75,False,2019-12-08,0,0,64,0,46,False,2019-12-08,4,11,65,1,14,False,2019-12-08,15,6,40,3,86,False,2019-12-08,1,0,0,53,8,False,2019-12-08,0,0,0,46,1,False
2019-12-15,79,0,1,0,1,False,2019-12-15,17,20,4,6,65,False,2019-12-15,27,65,0,1,47,False,2019-12-15,2,3,66,4,16,False,2019-12-15,53,25,41,2,65,False,2019-12-15,71,0,0,1,26,False,2019-12-15,50,1,73,1,12,False,2019-12-15,27,1,7,1,65,False,2019-12-15,9,4,6,10,65,False,2019-12-15,0,0,1,72,7,False,2019-12-15,4,1,26,15,65,False,2019-12-15,0,0,3,68,1,False,2019-12-15,1,2,57,0,63,False,2019-12-15,0,12,3,44,65,False,2019-12-15,38,2,19,32,65,False,2019-12-15,0,55,0,4,37,False,2019-12-15,17,1,0,1,65,False,2019-12-15,12,7,0,0,65,False,2019-12-15,0,68,4,1,12,False,2019-12-15,34,18,0,2,65,False,2019-12-15,1,5,1,65,23,False,2019-12-15,1,3,6,2,65,False,2019-12-15,8,1,6,0,65,False,2019-12-15,29,2,12,24,65,False,2019-12-15,17,0,4,0,65,False,2019-12-15,59,26,4,1,54,False,2019-12-15,0,0,16,19,65,False,2019-12-15,0,37,7,2,36,False,2019-12-15,2,24,0,71,48,False,2019-12-15,63,32,5,21,44,False,2019-12-15,1,0,46,0,5,False,2019-12-15,3,1,33,7,65,False,2019-12-15,66,14,8,0,65,False,2019-12-15,0,0,43,1,65,False,2019-12-15,7,2,4,10,65,False,2019-12-15,11,1,0,4,65,False,2019-12-15,8,5,15,3,65,False,2019-12-15,0,3,27,24,65,False,2019-12-15,33,8,11,62,42,False,2019-12-15,8,3,0,63,47,False,2019-12-15,25,30,0,2,18,False,2019-12-15,72,0,0,0,10,False,2019-12-15,0,1,4,0,65,False,2019-12-15,0,0,7,16,65,False,2019-12-15,0,52,1,0,65,False,2019-12-15,1,7,59,0,65,False,2019-12-15,1,28,0,20,65,False,2019-12-15,21,3,42,69,28,False,2019-12-15,27,0,1,69,8,False,2019-12-15,1,69,22,0,40,False,2019-12-15,0,0,6,0,65,False,2019-12-15,0,0,0,43,57,False,2019-12-15,0,0,57,0,35,False,2019-12-15,3,9,58,0,11,False,2019-12-15,11,5,28,2,65,False,2019-12-15,1,0,0,49,6,False,2019-12-15,0,0,0,45,1,False
2019-12-22,71,0,1,0,1,False,2019-12-22,12,10,2,2,62,False,2019-12-22,20,37,0,0,44,False,2019-12-22,3,2,70,3,15,False,2019-12-22,39,17,39,0,62,False,2019-12-22,71,0,0,0,25,False,2019-12-22,39,0,62,1,11,False,2019-12-22,21,1,4,0,62,False,2019-12-22,9,3,6,6,62,False,2019-12-22,0,0,1,62,7,False,2019-12-22,5,2,16,16,62,False,2019-12-22,0,0,2,66,1,False,2019-12-22,0,3,47,0,60,False,2019-12-22,0,6,1,46,62,False,2019-12-22,37,2,15,25,62,False,2019-12-22,0,40,0,4,35,False,2019-12-22,11,1,0,0,62,False,2019-12-22,2,4,0,2,62,False,2019-12-22,0,68,3,1,11,False,2019-12-22,35,9,0,5,62,False,2019-12-22,1,5,1,58,22,False,2019-12-22,0,1,3,0,62,False,2019-12-22,2,1,5,0,62,False,2019-12-22,26,0,10,20,62,False,2019-12-22,14,0,1,0,62,False,2019-12-22,52,22,5,0,51,False,2019-12-22,0,1,15,16,62,False,2019-12-22,1,26,9,2,34,False,2019-12-22,0,19,0,49,46,False,2019-12-22,58,26,0,20,42,False,2019-12-22,1,0,41,0,4,False,2019-12-22,2,2,27,9,62,False,2019-12-22,58,13,3,0,62,False,2019-12-22,0,0,33,0,62,False,2019-12-22,2,1,3,11,62,False,2019-12-22,5,1,0,1,62,False,2019-12-22,6,3,14,2,62,False,2019-12-22,0,2,30,20,62,False,2019-12-22,27,5,8,61,40,False,2019-12-22,6,2,0,62,45,False,2019-12-22,21,10,0,2,17,False,2019-12-22,75,0,0,1,10,False,2019-12-22,0,2,5,0,62,False,2019-12-22,0,0,7,20,62,False,2019-12-22,1,45,0,0,62,False,2019-12-22,0,4,50,0,62,False,2019-12-22,1,24,0,16,62,False,2019-12-22,15,4,46,63,26,False,2019-12-22,23,0,0,62,7,False,2019-12-22,0,54,10,0,38,False,2019-12-22,0,0,5,0,62,False,2019-12-22,0,0,0,30,55,False,2019-12-22,0,0,55,0,33,False,2019-12-22,2,6,53,0,10,False,2019-12-22,4,3,24,1,62,False,2019-12-22,1,0,0,45,6,False,2019-12-22,0,0,0,56,1,False
2019-12-29,79,0,1,0,2,False,2019-12-29,16,14,1,3,70,False,2019-12-29,23,42,1,0,50,False,2019-12-29,3,3,73,3,17,False,2019-12-29,44,21,44,1,70,False,2019-12-29,72,1,0,0,28,False,2019-12-29,46,1,65,1,13,False,2019-12-29,21,0,4,0,70,False,2019-12-29,10,6,6,10,70,False,2019-12-29,0,0,1,65,7,False,2019-12-29,2,2,18,21,70,False,2019-12-29,0,0,3,72,1,False,2019-12-29,2,1,52,1,68,False,2019-12-29,0,7,1,52,70,False,2019-12-29,34,2,26,22,70,False,2019-12-29,0,47,0,5,39,False,2019-12-29,13,3,0,1,70,False,2019-12-29,2,4,0,1,70,False,2019-12-29,0,59,4,1,13,False,2019-12-29,28,12,0,7,70,False,2019-12-29,2,5,1,65,25,False,2019-12-29,1,4,4,1,70,False,2019-12-29,6,0,8,0,70,False,2019-12-29,30,1,9,23,70,False,2019-12-29,17,0,2,0,70,False,2019-12-29,57,20,5,1,58,False,2019-12-29,0,2,15,23,70,False,2019-12-29,0,30,9,0,39,False,2019-12-29,0,20,0,65,52,False,2019-12-29,68,30,5,20,48,False,2019-12-29,1,0,40,0,5,False,2019-12-29,5,2,24,3,70,False,2019-12-29,67,13,6,1,70,False,2019-12-29,0,0,30,1,70,False,2019-12-29,5,2,3,14,70,False,2019-12-29,7,0,0,2,70,False,2019-12-29,11,4,10,1,70,False,2019-12-29,0,3,29,23,70,False,2019-12-29,29,7,13,77,45,False,2019-12-29,6,3,0,73,50,False,2019-12-29,31,13,0,4,19,False,2019-12-29,71,0,0,0,11,False,2019-12-29,0,2,4,0,70,False,2019-12-29,0,0,7,18,70,False,2019-12-29,2,45,1,0,70,False,2019-12-29,0,3,55,0,70,False,2019-12-29,2,24,0,15,70,False,2019-12-29,19,2,63,62,30,False,2019-12-29,25,0,0,71,8,False,2019-12-29,0,63,19,0,43,False,2019-12-29,0,0,5,0,70,False,2019-12-29,0,0,0,41,62,False,2019-12-29,0,0,55,0,37,False,2019-12-29,4,7,71,0,11,False,2019-12-29,4,4,27,1,70,False,2019-12-29,1,0,0,54,7,False,2019-12-29,0,0,0,74,1,False
2020-01-05,90,0,1,0,2,False,2020-01-05,24,12,3,6,72,False,2020-01-05,29,63,1,2,51,False,2020-01-05,3,4,72,4,18,False,2020-01-05,56,17,42,1,72,False,2020-01-05,80,0,0,1,29,False,2020-01-05,53,1,78,1,13,False,2020-01-05,24,0,7,0,72,False,2020-01-05,12,2,5,11,72,False,2020-01-05,0,0,1,79,8,False,2020-01-05,2,0,27,22,72,False,2020-01-05,0,0,3,79,1,False,2020-01-05,1,0,65,0,69,False,2020-01-05,0,16,3,67,72,False,2020-01-05,45,1,24,31,72,False,2020-01-05,0,59,0,6,40,False,2020-01-05,19,4,0,1,72,False,2020-01-05,10,12,0,1,72,False,2020-01-05,0,66,5,1,13,False,2020-01-05,44,12,0,7,72,False,2020-01-05,2,5,1,75,25,False,2020-01-05,2,2,5,2,72,False,2020-01-05,11,0,7,0,72,False,2020-01-05,34,2,13,24,72,False,2020-01-05,15,2,2,0,72,False,2020-01-05,71,18,5,1,59,False,2020-01-05,0,1,18,14,72,False,2020-01-05,0,39,9,4,40,False,2020-01-05,0,29,0,91,53,False,2020-01-05,88,33,4,25,49,False,2020-01-05,1,0,43,0,5,False,2020-01-05,4,3,30,6,72,False,2020-01-05,80,14,6,1,72,False,2020-01-05,0,0,51,2,72,False,2020-01-05,4,3,2,13,72,False,2020-01-05,7,1,0,3,72,False,2020-01-05,11,4,13,2,72,False,2020-01-05,0,2,39,36,72,False,2020-01-05,38,9,15,78,46,False,2020-01-05,9,5,0,92,51,False,2020-01-05,30,29,0,3,20,False,2020-01-05,70,0,0,1,11,False,2020-01-05,0,2,5,0,72,False,2020-01-05,0,0,9,19,72,False,2020-01-05,3,57,1,0,72,False,2020-01-05,1,3,52,0,72,False,2020-01-05,1,31,0,23,72,False,2020-01-05,24,4,42,73,30,False,2020-01-05,30,0,1,75,9,False,2020-01-05,0,66,18,0,44,False,2020-01-05,0,1,9,0,72,False,2020-01-05,0,0,0,50,63,False,2020-01-05,1,0,73,0,38,False,2020-01-05,4,12,80,0,12,False,2020-01-05,8,3,26,4,72,False,2020-01-05,1,0,0,56,7,False,2020-01-05,0,0,0,84,1,False
